drugname,count
DOBUTamine STD 500 mg Dextrose 5% 250 ml  Premix (mcg/kg/min),409
MIVF (ml/hr),7
KPHOS (ml/hr),5
Levothyroxine gtt 200 mcg Sodium Chloride 0.9% 500 ml (mcg/hr),6
COOLANT (ml/hr),55
HCO3 (ml/hr),247
amicar (mcg/kg/hr),5
Vasopressin (Unknown),18
D5W w/3amps Bicarb (ml/hr),25
D5 c 150 MEQ NaHCO3 (ml/hr),2
abt (ml/hr),3
narcan (ml/hr),22
.45NSS,3
3% Na Cl (ml/hr),11
1.8%NaCl (ml/hr),84
D5 with 150 meq BiCarb (ml/hr),52
Epidural/fentanyl (ml/hr),1
AMICAR (mcg/kg/hr),6
BOLUS  (ml/hr),1
MVI/Thiamine gtt,3
D5/ 0.45% NS/ 75 MEQ sodium bicarb (ml/hr),4
NS c 20 mEql KCL (ml/hr),13
Hypertonic 3% Saline (ml/hr),22
cisatracurium (mcg/kg/min),1769
TPA (mcg/hr),13
Epidural,2
vecuronium (mcg/kg/min),172
VECURONIUM (mcg/kg/min),4
Ketamine (mg/kg/hr),323
IV with MVI (ml/hr),13
Other Med 500 mg Sodium Chloride 0.9% 250 ml (mcg/kg/min),4
d10 (ml/hr),224
NSS KVO (ml/hr),19
Sod. bicarb (ml/hr),5
Alprostadil (mcg/kg/hr),8
D5NS w/40KCL,1
Bivalrudin (mcg/kg/hr),6
Mucumyst (ml/hr),4
NS + 20 KCL (ml/hr),14
TPA/Alteplase (ml/hr),8
D5+.45NS+MVI (ml/hr),13
Ca/Mg replacement (ml/hr),30
D5.45NSw/40meqK (ml/hr),11
NS w/20 KCl (ml/hr),1
IV w/ Additives (ml/hr),6
Magnesium Sulfate MAX 2 g Sterile Water (SWFI) 50 ml  Premix (Unknown),58
D5 0.9% NaCl (ml/hr),2
Alteplase (mg/kg/hr),3
D5 w 150 mEq bicarb (ml/hr),38
NaCL 3% (ml/hr),4
Volume (mL) Lipids,103
D5+1/2NSS+MVI+Thiamine+Folic Acid (ml/hr),8
D5 1/2 NS w/K (ml/hr),3
Volume (ml) Heparin-heparin infusion 2 units/mL in 0.9% sodium chloride (ARTERIAL LINE) (ml/hr),178
LR w 20mEq KCl (ml/hr),10
normal saline w/ 20KCL (ml/hr),2
IVF without vasoactives (ml/hr),75
MVI 10ml+Thiamine 100mg+Folic Acid 1mg,2
LR 20K (ml/hr),9
Calcium chloride 136meq in 1000 d5 (ml/hr),12
D5/0.45%/NaCl+40mEq potassium (ml/hr),2
D5 LR with 30meq K (ml/hr),7
D5 1/2NSS (ml/hr),424
3% Sodium Chloride (ml/hr),6
Methylene Blue (mg/kg/hr),12
D10W,2
fluid bolus (ml/hr),11
Dexmedetomidine Inj 400 Mcg in Dextrose 5% 100 ml (mcg/kg/hr),153
D5W / 0.45NS (ml/hr),13
Cisatracirium (mcg/kg/min),10
D5 0.45% NSS (ml/hr),39
Volume (mL) Argatroban (ml/hr),618
1/2 NS  (ml/hr),65
octagam 5 % (ml/hr),4
Bivalirudin (Angiomax) 200 mg Sodium Chloride 0.9% 50 ml (mg/kg/hr),1
Synthroid (ml/hr),55
NA 3% (ml/hr),22
Atricurium (mcg/kg/min),13
Morphine 250 mg Sodium Chloride 0.9% 250 ml  Premix (mg/hr),370
dextran 40 (ml/hr),3
Normal Saline 0.9%,1
D5W+ 150 meq NaHCO3 (ml/hr),18
ascorbic acid (ml/hr),2
aGATROBAN (mcg/kg/min),22
D5W.45NACL WITH 20MEQ K+ (ml/hr),13
D5W/0.45%NS (ml/hr),50
Lorazepam (mcg/kg/hr),6
Ketamine (mg/kg/min),2
ABx (ml/hr),3
Hydromorphone IVF Infused (ml/hr),7764
0.45NS (ml/hr),417
Oxytocin (units/hr),2
levaquin (ml/hr),17
Amiodarone (mcg/kg/min),1
0.45% NS (ml/hr),321
BICARB (ml/hr),339
Epidural fent/bup (ml/hr),3
D5/NS/20mEq KCL (ml/hr),9
0.45%NS with 20meq KCl (ml/hr),31
IVF bolus (ml/hr),115
iv with additives (ml/hr),6
Dobutamine (mcg/min),1
Sodium Bicarb (ml/hr),425
K-Phosphate 21mmol (ml/hr),5
Morphine 250 mg Sodium Chloride 0.9% 500 ml  Premix (mg/hr),8
D51/2NS with 20K (ml/hr),2
albimin (ml/hr),2
D5NSS (ml/hr),409
Na Bicarb 150meq sterile water (ml/hr),20
NS Bolus (total ml) (ml/hr),3
DEXTROSE 10% (ml/hr),17
Lacosamide 200 mg in Dextrose 5% 50 ml (ml/hr),9
NAHCO3-150meq 1000ml (ml/hr),24
d5W/LR + MVI (ml/hr),5
Volume (mL) Magnesium  (ml/hr),5589
Labetalol (mg/hr),244
1/2NS + KCL 40meq (ml/hr),3
Narcan (mcg/hr),3
Gamunex (ml/hr),5
d51/2ns  (ml/hr),21
nss,19
LR w/ 40mEq K  (ml/hr),4
Water flush,1
NS with 20 mEq KCL (ml/hr),12
D5/.45NSS c MVI (ml/hr),4
D5 0.45NSw/20KCL (ml/hr),7
PCA/Dilaudid (ml/hr),3
0.9NS (ml/hr),2756
Magnesium drip (ml/hr),4
Esmolol (Unknown),3
 NS,1
Octagam (ml/hr),1
flolan (nanograms/kg/min),2
0.9%NSS ,1
cisatraturium (mg/hr),5
D51/2 NS with 20 meq KCL,2
D5W w.3 amps of bicarb (ml/hr),23
D5 1/4NS (ml/hr),8
D5 / 0.45% NSS (ml/hr),472
0.9%NS w/20KCl (ml/hr),10
Sodium Bicarb drip (ml/hr),36
Ertapenem 1 gm/Ns 50 ml (ml/hr),1
integrilin (mcg/kg/min),85
calcium chloride (ml/hr),2
D5NS 40meqK+ (ml/hr),6
D5W W/40 MEQL KCL  (ml/hr),13
Fentanyl625 mcg/Bupivicaine 312.5 mg (ml/hr),58
D5LR with 10mEq potassium (ml/hr),14
"NSS w/ MVI,  thiamine 100mg, folic acid 1 mg  (ml/hr)",1
d5 1/2 ns (ml/hr),138
Sodium Biacrb (ml/hr),2
D5 1/2 NS with 20meq K,1
Vasopressin (units/hr),989
Other (mcg/kg/min) (mcg/kg/min),8
M. V. I. Bag (ml/hr),8
Morphine PCA (mg/min),8
Insulin Scale B (units/hr),394
Dopamine (mcg/kg/min),29144
Bumetanide,28
D5W w/ 75 meq NaBicarb (ml/hr),16
Bumex (mg/hr) (mg/hr),6
SWI w/ 150meq HCO3 (ml/hr),29
NSS flush  (ml/hr),1
D5/0.45%NaCl (ml/hr),28
HYDROMORPHONE (ml/hr),2
nsc20k,1
Amiodarone (mcg/min),41
RBC'S (ml/hr),2
ICVF (ml/hr),3
NS 1L BOLUS (ml/hr),2
Alteplase (units/hr),2
Diltiazem (),5523
IVBP (ml/hr),1
Heparin 25000 Units Dextrose 5% 500 ml  Premix (units/hr),28
Jevity 1.5 TF (ml/hr),47
Nitroprusside (mcg/kg/min),2540
agatroban (mcg/kg/min),10
Volume (mL) Vecuronium  (ml/hr),100
D5 LR KCL,1
Volume (mL)-sodium chloride 0.9 % bolus 250 mL,1
MVI-IVF (ml/hr),8
D5W + NaHCO3 300meq (ml/hr),19
Dextrose 10% (ml/hr),84
Fentanyl/Bupivi Epidural,1
Phenylephrine (mcg/min) (mcg/min),100
D5/SOD BICARB (ml/hr),11
Nss (ml/hr),19
D5/NS  (ml/hr),7
EPI (mcg/min),12
Insulin Scale A  (units/hr),26
Propofol (),46224
NS with Multivit (ml/hr),4
NUTREN 1.5  (ml/hr),61
D51/2 NS/20KCL (ml/hr),1
Epinepherine (mcg/min),3
Volume (mL)-lactated ringers bolus 500 mL (ml/hr),11
NS c K (ml/hr),10
D5 1/2NS w/ 20 mEq KCl (ml/hr),8
Pantoprazole (mg/kg/hr),203
1.8 nacl (ml/hr),4
Volume (mL) TPN,80
d5 1/2 ns 20 kcl (ml/hr),5
D5 1/2 NSS (ml/hr),167
Warmed NS - Belmont (ml/hr),33
AmiCar (ml/hr),14
3%na cl (ml/hr),16
Esomeprazole (mg/hr),349
1.5%Na  (ml/hr),5
Insulin (ml/hr),128016
Alteplase (mg/hr),728
NSS w/ ABX (ml/hr),41
hco3 gtt (ml/hr),19
0.45 NSS w/ bicarb,2
Fenoldopam IVF Infused (ml/hr),65
non-PRBC (ml/hr),23
Dilaudid/PCA (ml/hr),3
Nicardipine (mg/min),1
1/2 NS with 20 mEq KCl,4
Amino acids 2.75% (ml/hr),68
D5NS with MVI,1
D5 c 150 mEq Bicarb (ml/hr),30
Normasol (ml/hr),7
1.8%  NaCl (ml/hr),4
20 meq KCL (ml/hr),28
D5/Na Bicarb (ml/hr),3
"Ns + KCl 20 Meq 1,000 ml (ml/hr)",2
Alteplase 7.5mg/NS 500ml (ml/hr),4
NS via Venous Sheath (ml/hr),36
.45%NSS (ml/hr),6
IRON SUCROSE (ml/hr),1
sterile water with na birc (ml/hr),9
Nitroprusside (mg/kg/min),1
Plts (ml/hr),7
D5.9 w/ KCL (ml/hr),1
Calcium gluconate (mg/hr),61
IV + Bicarb  (ml/hr),1
calcium gluconate (ml/hr),4
D5.45 NS (ml/hr),40
packed cells (ml/hr),14
KEPPRA (mg/hr),1
Sodium Bicarbonate mL/hr (ml/hr),246
K phos (ml/hr),9
Phenylephrine (mcg/kg/min) (mcg/kg/min),27
IVF (units/hr),4
D5/0.45 NaCl (ml/hr),54
D5 w/ 150 meq sodium bicarb (ml/hr),10
CRYO (ml/hr),3
D5 0.9% NaCl W 10 mEq KCl (ml/hr),31
.9NS (ml/hr),75
Insulin (Scale B),4
protonix (mg/hr),76
D5.45 WITH 20 MEQ (ml/hr),50
Fibersource TF (ml/hr),203
AODA IV mL/hr (ml/hr),2
TPA  (ml/hr),3
tPA (units/hr),20
"Folic Acid Inj 5 mg Multivitamins-12 Inj 20 ml Thiamine Inj 200 mg Magnesium Sulfate Inj 4 gm in Sodium Chloride 0.9% 1,000 ml (ml/hr)",3
TPA L Femoral (ml/hr),83
PCA Dilaudid (mg/hr),125
NS/MF (ml/hr),23
D51/2 + KCl 20meq (ml/hr),37
20 K+ IN d5w,2
NS/20MEQ KCL (ml/hr),60
mivf (ml/hr),43
PRBC's (ml/hr),149
fent epidural (ml/hr),12
Desmopressin (ml/hr),13
Lactated ringers (ml/hr),24
kvo ivf (ml/hr),5
NAHCO (ml/hr),11
Rocuronium (mcg/kg/hr),15
Ketamine (mg/min),22
0.9% NSS (Sheath) (ml/hr),31
sterile water with bicarb (ml/hr),3
Octreotide (mcg/hr) (mcg/hr),140
tPA (mg/hr),160
D5 1/2NS +KCl 10 mEq (ml/hr),35
D5 1/4  (ml/hr),5
Dopamine,383
D5 + 150 Bicarb (ml/hr),29
NS 20kcl  (ml/hr),14
ativan (mg/hr),3
iv fluid (ml/hr),3
products (ml/hr),7
Calcium (ml/hr),32
1/2NSS w/ 20mEqK+ (ml/hr),10
Heparin/Femoral Sheath   (units/hr),4
Lactated Ringers x1L (ml/hr),2
"bupiv .1%, fent 2mcg/ml, duramorph 40mcg/ml",1
Esmolol (ml/hr),5985
prbc (ml/hr),277
D5 0.9NSS (ml/hr),100
Transexamic acid (mg/hr),9
Alteplase (tPA) Stroke/PE 20 mg Sterile Water (SWFI) 100 ml (mg/hr),2
D5.45 with 20 KCL (ml/hr),78
nimbex (mg/kg/hr),3
0.45% NS w/40 mEq K (ml/hr),14
0.90%,3
Lipids 20% (ml/hr),1
D5 w/ 75 meq Bicarb (ml/hr),24
IV w/ Bicarb 150mEq (ml/hr),5
Volume (mL)-sodium chloride 0.45 % bolus 500 mL (ml/hr),5
Norepinephrine (mg/hr),57
Tirofiban (mcg/kg/min),183
glucagon (mg/hr),91
Nesiritide (BNP) (),3
D5 1/2 NS with 20 mEq KCL (ml/hr),18
Volume (mL) Lipids (ml/hr),7570
Hydromorphine (mg/hr),14
pRBC (ml/hr),46
D5 w/ 3 amps NaHCO3 (ml/hr),22
Dextran (ml/hr),11
CISATRACURIUM (mg/hr),21
NS bolus (ml/hr),46
Volume (mL)-sodium chloride 0.9 % bolus 500 mL,31
D5 & 0.45NS w MVI (ml/hr),19
D5 1/2NSS w/ MVI (ml/hr),15
D5 1/2NS KCL (ml/hr),25
D5%/NaCl0.45% (ml/hr),18
"Heparin 25,000 Unit/D5w 250 ml (ml/hr)",2
Tobramycin (ml/hr),6
ivf with bicarb (ml/hr),2
Hydromorphone (),10
NIMBEX (mcg/kg/min),1529
1.8% NS (ml/hr),34
Bupivacaine=Marcaine 0.125% (ml/hr),1
0.45%NS MF (ml/hr),28
0.45NSS bicarb (ml/hr),8
NS + 40mEq K (ml/hr),5
PLT (ml/hr),1
D5/ 0.45%NSS/20meq KCL (ml/hr),37
NSS Bolus,6
D5W + 20meq KcL (ml/hr),20
NS (w/blood) (ml/hr),3
Amicar (mcg/kg/hr),19
HYDROMORPHONE (mcg/hr),2
D5W/3amps Bicarb (ml/hr),13
Dopamine (mcg/hr),8
NSS ,3
Tube Feed Flushes,1
ketamine (mg/hr),1452
0.45% NS w/75meq NaHco3 (ml/hr),63
D5/0.45% NS (ml/hr),70
0.9 NSS (carrier) (ml/hr),148
ZOSYN (ml/hr),492
1/2 nss w/ bicarb (ml/hr),18
Cisplatinum (ml/hr),3
protonix (ml/hr),82
Vanco  (ml/hr),4
D5W/0.45NS (ml/hr),9
pRBC,2
CA GLUC RIDER (ml/hr),7
IVF withOut Additives (ml/hr),6
NS 0.9 % (ml/hr),73
levothyroxine (mcg/kg/hr),1
sodiu bicarbonate (ml/hr),3
"Volume (mL)-sodium chloride 0.9 % bolus 1,500 mL (ml/hr)",3
D5 .45NS w/ 20KCL (ml/hr),2
1/2 NS w/thiamine + Folic acid (ml/hr),53
Sterile water & 75mEq bicarb (ml/hr),10
NSS w/ protonix (ml/hr),22
acetylcysteine (mcg/kg/hr),3
Cisatrcurium/Nimbex(mcg/kg/min) (mcg/kg/min),16
Calcium CHLORIDE MAX 2 g Sodium Chloride 0.9% 100 ml (Unknown),1
Volume (mL) TPN (ml/hr),10350
0.09 NS (ml/hr),70
dextran (ml/hr),39
ARGATROBAN (mg/kg/min),20
D5W/40KCL/BiCarb (ml/hr),1
lr,1
IVF+ multivitamin (ml/hr),12
D5 with 150 meq NAHCO3 (ml/hr),3
IV w additives (ml/hr),22
NS Abx (ml/hr),10
3% Saline (ml/hr),477
d5/0.45ns/40mEqK+ (ml/hr),6
5D/.45 (ml/hr),2
Normosol R (ml/hr),42
HYDROmorphone (mg/hr),4
1/2 NSS + 75 meq Na Bicarb (ml/hr),15
PCA Dilaudid cont dose (mg/hr),47
Propofol (mcg/kg/hr),195
D5W flush (ml/hr),16
NS mf (ml/hr),50
nicardipine (mg/hr),17
Epidural-Bupivicaine/Fentanyl (ml/hr),61
D5 NA Bicarb 150meq (ml/hr),4
HCO3,1
ROCURONIUM (mcg/kg/min),4
kcl (ml/hr),2
heparin (units/hr),415
 ns (ml/hr),73
sodium bicarbonate (ml/hr),10
Heparin (units/hr),107848
Acetylcysteine (mcg/kg/hr),70
Flolan (ml/hr),3
Cold NS (ml/hr),1
cycstacurium,1
Propofol (ml/hr),281157
PRBCs,7
NS med flush (ml/hr),76
BLD PRODUCTS (ml/hr),7
magnesium sulfate (mg/hr),72
D5NS + 20meq KCL (ml/hr),9
Aminocaproic aacid (mg/kg/hr),1
D5+0.45%NS+potphos,6
Sodium bicarb  (ml/hr),122
Inamrinone (mcg/kg/min),7
NS w/ 250meq Bicarb (ml/hr),4
d5w + abx (ml/hr),37
D5 NaCl 0.9% (ml/hr),30
.45%NS (ml/hr),43
K PHOS (ml/hr),3
0.9%NACL + 20 MEQ KCL (ml/hr),8
3% NaCl (ml/hr),467
Nitroprusside (mg/hr),3
5% Dextrose (ml/hr),284
Thymoglobulin (ml/hr),14
D5 1/2 NS with 20meq K (ml/hr),71
50meq sodium bicarb D5W (ml/hr),2
Insulin (Scale A),7
Coolant--NSS right (ml/hr),18
Morphine,75
Vecuronium,3
3% NaCL (ml/hr),5
Prograf drip (ml/hr),127
Propofol (mg/kg/min),3760
Bicarb drip (ml/hr),14
"1000cc ,45 w. 75neq sodium bicarb (ml/hr)",14
D5 Normal Saline (ml/hr),17
D5 w 100meq Bicarb (ml/hr),3
bicarb1.5amps (ml/hr),9
Thiamin/MVI (ml/hr),2
Pitocin,1
Norepinephrine (units/min),2
.45 NSS,1
NS with Multi-vits (ml/hr),48
rocuronium (mcg/kg/min),85
Thiamine  (ml/hr),17
Scale A RHI (units/hr),43
POTassium PHOSphate INJ 20 mm in Dextrose 5% 250 ml (ml/hr),1
alprostadil (mcg/kg/hr),14
D50.45%ns 40KCL (ml/hr),12
LACTATED RINGER  (ml/hr),5
D5+150 mEq Bicarb (ml/hr),54
Lorazepam (),1651
NaCO3 (ml/hr),7
d5ns+2amps sodium bicarb,3
Insulin (mcg/min),2
3% Hypertonic Saline (ml/hr),161
D5 LR w/ 40 k (ml/hr),3
Lorazepam (ml/hr),4962
D50.45NS (ml/hr),14
D5W +10KCL (ml/hr),85
BICARB GTT (ml/hr),43
Mannitol (ml/hr),15
Flagyl PB 500mg/100ml (ml/hr),10
NS WITH KCL 20MMOL (ml/hr),11
"Volume (mL)-lactated ringers bolus 1,000 mL",15
NS 0.9%  (ml/hr),137
iced saline (ml/hr),16
Insulin Scale A (units/hr),927
Fentanyl/Bupivacaine/Dilaudid (ml/hr),42
Precedex,1
NS coolant (ml/hr),26
 (ml/hr),9
1/2 NSS (ml/hr),534
Activase (mg/hr),5
Milrinone (),2042
D5W/ 0.45 NS (ml/hr),23
Sodium Bicarb w/ 0.45% NaCl (ml/hr),47
Pantoprazole (mcg/kg/hr),2
IV w/ 75mEq Bicarb (ml/hr),2
Dobutamine (),4419
Calcium gluconate (mg/kg/hr),8
1/2 NS with 20 mEq KCl (ml/hr),2
albumin (ml/hr),267
1/2NS + 2Amps HCO3 (ml/hr),36
Nitroglycerin (),4544
.9NSwNaHCO3200 (ml/hr),13
0.45%NS w/ 30 mEq K (ml/hr),11
ketamine (mcg/kg/min),19
D5 1/2 NSS w/ 40mEq KCl (ml/hr),5
TNP (ml/hr),8
D5/LR (ml/hr),99
Nitroprusside(Nipride)STD 50 mg Dextrose 5% 250 ml (mcg/kg/min),33
Anx (ml/hr),5
bivalirudin/angiomax (ml/hr),16
Prograf drip,2
Phenylephrine,602
Midazolam (ml/hr),134168
0.9%NSS,8
D5W150BiCarb (ml/hr),18
Diltiazem,343
angiomax (ml/hr),12
D5 w/ 150 bicarb (ml/hr),24
IVPB (ml/hr),199
d5ns 20k (ml/hr),26
sterile water+150meq na bicarb (ml/hr),8
D5/0.9NS (ml/hr),36
Angiomax (ml/hr),25
Potassium Chloride (ml/hr),6
D5LR /w  30 mEq KCL (ml/hr),5
D5 1/2NS 20KCL (ml/hr),40
Dopamine (mcg/kg/hr),4
1/2NSS w MVI & Thi (ml/hr),8
"Total Parenteral Nutrition 1,512 ml (ml/hr)",12
Normal Saline (ml/hr),4701
Mucomyst (mg/kg/hr),25
PCA Dilaudid,1
D5NS + 20 mEq KCL + 10 mmol KPhos (ml/hr),9
Hydromorphone PCA (mg/hr),6
PRBC'S (ml/hr),79
PRBC (Blood) (ml/hr),2
naloxone (mg/hr),40
Bivalirudin (Angiomax) 250 mg Sodium Chloride 0.9% 50 ml (mg/kg/hr),34
D10 0.2 NS (ml/hr),4
0.9 W/THI AND FA (ml/hr),11
MSO4 (mg/hr),2
RBC,4
D5W & LR (ml/hr),24
Coolant-NSS left (ml/hr),18
Levaquin (ml/hr),1
R Leg Arterial TPA (mg/hr),57
d5 0.45% nacl (ml/hr),11
SODIUM BICARB. GTT (ml/hr),123
N Acetylcysteine,1
D5NS w/ Multivits (ml/hr),27
Insulin (mcg/kg/hr),1
0.9NS w/20KCl (ml/hr),31
D5.45NS (ml/hr),474
75 MEQ Sodium Bicarb (ml/hr),12
IVF Maintenance (ml/hr),11
D5+KLC 40meq (ml/hr),5
albumin 25%  (ml/hr),1
LORazepam (Ativan) 100 mg Sodium Chloride 0.9% 100 ml  Premix (mg/hr),282
D10.45NS (ml/hr),10
0.9%NS,7
60 MEQ Kt in D5W (ml/hr),8
Isoproterenol (ml/hr),887
NSS w/ECOS left (ml/hr),18
D5 0.2%NSS (ml/hr),3
Ancef (ml/hr),1
D5LR (ml/hr),1130
cardene,4
NS + (ml/hr),5
D5 1/2 with 10KCl (ml/hr),10
IL (ml/hr),89
angiomax (mg/kg/hr),38
Furosemide (Lasix) MAX 500 mg Sodium Chloride 0.9% 100 ml (mg/hr),3
bicarb 150mEq (ml/hr),1
HTS 3% (ml/hr),86
precedex  (mcg/kg/hr),3
NSS 20KCL (ml/hr),52
BANANA BAG,1
lactated ringer's (ml/hr),62
IVF-KCL (ml/hr),10
D5 1/2NS KCL 20 (ml/hr),5
1/2 NSS with75meq sodium bicarb (ml/hr),20
D5 w/150mEq Bicarb (ml/hr),15
Normosol 7.4 (ml/hr),15
IV w/ BiCARB (ml/hr),1
1.8% (ml/hr),24
D5/0.9% NS w/20KCl (ml/hr),63
ivf+ MVI (ml/hr),10
D5W w/ABX,2
d10 +bicarb (ml/hr),30
0.45%  NSS (ml/hr),6
NSS control #2 (ml/hr),24
OXACILLIN (ml/hr),15
1/2NSS w/75meq bicarb (ml/hr),58
NS-EKOS (ml/hr),24
NORMAL SALINE,4
Vecuronium (mcg/kg/hr),125
1/2 NSS with 40 meqPotassium (ml/hr),4
"Dextrose 10% 1,000 ml (ml/hr)",2
na bicarb,1
Diltiazem (Cardizem) 125 mg Sodium Chloride 0.9% 125 ml (mg/hr),327
iron (ml/hr),3
Volume (mL)-sodium chloride 0.9 % bolus 750 mL (ml/hr),41
D5 1/2 20K (ml/hr),7
D5/ LR (ml/hr),6
D5W WITH 20MEQ KCL (ml/hr),3
D5/NS/20MEQKCL (ml/hr),13
.9 NORMAL SALINE (ml/hr),7
Fentanyl/Bupivicaine PCEA (ml/hr),16
Lorazepam (mg/kg/hr),33
Phenylephrine  MAX 100 mg Sodium Chloride 0.9% 250 ml (mcg/min),1052
cyclosporine (ml/hr),4
Pantoprazole (),5842
albumin  (ml/hr),3
D5-150meq Bicarb (ml/hr),4
metroNIDAZOLE 500 MG/NS 100 ml (ml/hr),4
TPA - right (mcg/hr),12
RBC's,1
Mag Sulfate + Potassium Phosphate (ml/hr),19
Prbc (ml/hr),29
PPN (ml/hr),320
Other #2 mL/hr (ml/hr),33
Platelets  (ml/hr),7
Diltiazem(Cardizem) mg/hr (mg/hr),340
Plasmalyte (ml/hr),5
Norepinephrine,1654
Nimbex (mcg/kg/hr),41
Nafcillin (mg/hr),92
0.9% NS + 20 MEQ KCL (ml/hr),3
D5 NS w/ thiamine (ml/hr),10
NSS  (ml/hr),1240
D5W .45% NS (ml/hr),7
Fentanyl/Bup Epidural (ml/hr),7
Aminocaproic acid STD 1 g Sodium Chloride 0.9% 50 ml (Unknown),14
D5W w/ 75 meq NaBicarb,1
0.45% NS D5W (ml/hr),46
"D5 1/2 w/mvi, thiamine and folic acid (ml/hr)",11
Octreotide (mcg/kg/hr),24
D51/2NS,10
.9NSS (ml/hr),1035
Octreotide,98
D5 0.45 NaCl (ml/hr),18
Hypertonic saline (ml/hr),129
Free water NGT (ml/hr),3
D5W1/2NS W/ 10 KCL (ml/hr),76
Rifampin (ml/hr),4
.45 NS BICARB (ml/hr),75
Vancomycin Inj 500 mg in Dextrose 5% 100 ml (ml/hr),4
NS W/ 20 MEQ KCL (ml/hr),28
bicarb 75meq (ml/hr),7
D5.2NS (ml/hr),2
Non-VasoActive IVF (ml/hr),4
Haloperidol IVF Infused (ml/hr),25
albumen (ml/hr),2
Alnumin 25% (ml/hr),2
"Volume (mL)-lactated ringers bolus 1,000 mL (ml/hr)",17
Dopamine (ml/hr),56077
D5W w/ BICARB (ml/hr),25
IVF withOut VasoActives (ml/hr),3
bicarb 1amp (ml/hr),10
NS 20K MEQ (ml/hr),22
Clevidipine (mcg/min),4
Acetylcysteine 3% (load) 30000 mg Dextrose 5% 1000 ml (mg/kg/hr),1
N/S w 20 mEq K+ (ml/hr),5
PEPTAMEN AF (ml/hr),117
D5 ns + 20k (ml/hr),17
IVF without VasoActives (ml/hr),21
0.45NaCl (ml/hr),17
1/2 normal saline (ml/hr),49
LR w/Anbx (ml/hr),2
D10NS,3
D5 1/2NS w/ 10K+ (ml/hr),37
Phenylephrine  STD 20 mg Sodium Chloride 0.9% 250 ml (mcg/min),1218
NA CHL 3% (ml/hr),12
Phytonadine (ml/hr),5
albumin 5% (ml/hr),52
Insulin 250 Units Sodium Chloride 0.9% 250 ml (units/hr),12810
d5 with 10 KCL  (ml/hr),14
"D51/2Ns + 20 Meq KCl 1,000 ml (ml/hr)",1
D5W 1 amp Bicarb (ml/hr),1
D5NaHCO3 (ml/hr),32
PCN (ml/hr),2
D5 1/2 +KLCL 40meq (ml/hr),14
D5/NS/20MEQKCL,1
1/2NS + MVI,1
NSS w/Abx,2
D5 NaBicarb (ml/hr),16
IVF with MVI,1
RBCS (ml/hr),3
D5 w/ 150meq NaHCO3 (ml/hr),2
Albumin 25G (ml/hr),2
Heparin 25000 Units Dextrose 5% 500 ml  Premix (units/kg/hr),761
bicarb 150 meq (ml/hr),3
Integrilin (mcg/kg/hr),3
NS with 20meq  KCL (ml/hr),7
dobutrex (mg/kg/min),49
iVF (ml/hr),1
D5/0.2%NACL w/20meq kcl (ml/hr),36
NS with thiamine/folite/VitB12 (ml/hr),29
"Calcium Gluconate 1,000 mg in Sodium Chloride 0.9% 100 ml ()",1
banana bag,1
Potassium CL (Peripheral) 10 mEq Sterile Water (SWFI) 200 ml  Premix (Unknown),3
0.9% NORMAL SALINE (ml/hr),81
D10 NS (ml/hr),20
d5ns (ml/hr),33
IVF + KCL (ml/hr),2
Sodium Bicarb 150meg /1Liter D5W (ml/hr),2
NS with 40K (ml/hr),3
blood (ml/hr),75
AMICAR (mg/hr),165
Immune Globulin (ml/hr),4
levophed (ml/hr),42
IVF withOut vasoactive (ml/hr),1
D5 w/100mEq NaHCO3 (ml/hr),7
D5 1/2 NSS w/ 40KCL,1
Potassium rider (ml/hr),27
Versed (ml/hr),114
D5/ 150 MeQ Bicarb (ml/hr),61
0.45% NS w/ 150 meq HCO3 (ml/hr),3
d5 0.45 nss  (ml/hr),1
KV) (ml/hr),1
Sterile Water 150meq sodium bicarbonate (ml/hr),1
D5W +20KCL (ml/hr),46
Clinimix (ml/hr),56
D5 1/4 NS W/20 KCL (ml/hr),8
ivig (ml/hr),51
D5NS (ml/hr),2445
Nimbex (ml/hr),16
Dobutamine (ml/hr),35607
Aminocaproic Acid IVF Infused (ml/hr),2551
Dopamine (),5020
D5W/ Abx (ml/hr),45
Fibersource (ml/hr),135
0.45% NaCl + Sodium Bicarbonate (ml/hr),6
D5 1/2 NS +20KCL,1
Tube Feeds  (ml/hr),218
HEPARIN (units/hr),70
TPA(alteplase) (mg/hr),20
BICARB DRIP (ml/hr),76
blood products (ml/hr),86
epidural (ml/hr),402
"Calcium Gluconate 1,000 mg in Sodium Chloride 0.9% 100 ml (ml/hr)",1
Tube Feed,1
D5 1/2NS w/ 20K  (ml/hr),24
D5W/3 Amp BiCarb (ml/hr),3
D5NSS w/ MVI (ml/hr),6
amiodarone (mg/min),16
Normal Saline 0.9 (ml/hr),83
D5 100meq bicarb (ml/hr),19
LR (ml/hr),18345
Potassium 20meq IV K-rider,1
NS w/ abx (ml/hr),1
IVF WithOut Vasoactives (ml/hr),5
Remodulin (nanograms/kg/min),58
NS w MVI (ml/hr),7
bld products (ml/hr),8
NS w/ 150mEq Bicarb (ml/hr),2
Propofol (mg/kg/hr),3
D5W 40 MEQ KCL (ml/hr),37
NSS RFS (ml/hr),34
D5W 1 amp Bicarb,3
NS/20KCL (ml/hr),37
NSS 3%,1
Narcan,1
